hidden_2_biases
0.10474302
-0.07972655
0.1250424
0.09584752
-0.058484655
0.123492576
0.15929034
-0.04645494
-0.033880115
-0.059170436
0.13711771
-0.009837005
-0.025656823
-0.014080147
0.21178822
-0.0764494
0.11997725
-0.06021577
0.11774101
-0.021765148
-0.091603816
0.12068677
0.20982732
-0.042574704
0.115066595
0.11210767
-0.066366754
-0.08378745
0.08414021
0.1269695
-0.017564554
-0.061912246
