hidden_1_biases
0.007117217
0.08305083
-0.041293025
0.086467996
0.05074902
-0.018246643
0.043448254
0.055160996
0.06329253
-0.07241462
-0.06300079
0.01971817
0.17984182
0.109554246
-0.0008159531
-0.07578773
-0.0664361
0.10191393
-0.06429374
-0.044068303
0.07987339
0.08693818
0.0025424575
0.03436041
0.02903561
-0.026201176
-0.07431001
-0.08642096
0.032257065
0.08135582
0.047662005
-0.049839318
0.03082053
-0.035155926
0.035890922
-0.12487346
0.05179018
0.05768505
0.049168464
0.03597132
-0.03796259
0.03441352
-0.008518002
0.10071801
0.070050485
0.075965405
-0.018535493
0.026257169
0.050792422
0.09097203
-0.02300408
0.1154638
0.044933535
0.036772076
0.069682576
-0.04867527
0.06371968
-0.043918867
-0.04688657
0.15526794
-0.006157794
0.002975803
0.07859581
-0.07548474
