output_weights
-0.32211488
0.3113918
-0.43388873
-0.19803698
0.14562741
-0.19012791
-0.2976645
0.06507093
0.35456353
0.22647317
-0.4641296
0.2724195
0.45445037
0.53011924
-0.094915144
0.44338828
-0.16468325
0.31905073
-0.4303399
0.3665284
0.098811775
-0.13516714
-0.22906771
0.23735778
-0.31882477
-0.15552145
0.32874337
0.4084717
-0.07533428
-0.42929465
0.24710628
0.1987347
